filename,title,author,date,age_years,status,reasoning,technologies_str,deprecated_services_str,deprecated_versions_str,recommendations_str,content_length,has_images,has_code_blocks
2024-12-06-Installing-Composer-on-a-PHP-Linux-App-Service.md,Installing Composer on a PHP Linux App Service,Ryan Douglass,2024-12-06,0.7,up_to_date,Recent post with current technologies,configuration; azure app service on linux; dotnet; composer; linux; php; docker,,,,4564,True,True
2024-12-20-Tomcat-HTTP-404s-on-App-Service-Linux.md,Tomcat HTTP 404's on App Service Linux,Anthony Salemo,2024-12-20,0.7,up_to_date,"References deprecated technology versions: java 7, java 8",configuration; azure app service on linux; troubleshooting; linux; java; tomcat,,java 7; java 8,Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21,14836,True,True
2024-12-30-Container-Apps-Setting-storage-directory-permissions.md,Container Apps - Setting storage directory permissions,Anthony Salemo,2024-12-30,0.7,up_to_date,Recent post with current technologies,storage; azure container apps; how-to; configuration; dotnet; linux; docker,,,,3816,True,True
2025-01-07-Container-Apps-View-Log-Streams-without-Container-Apps-Contributor-role.md,Container Apps - View Log Streams without Container Apps Contributor role,Hao Guo,2025-01-07,0.7,up_to_date,Recent post with current technologies,how-to; azure container apps; configuration; diagnostics; container apps contributor role; monitor; log stream; docker,,,,3756,True,False
2025-01-28-Python-slow-execution-high-CPU-wsGI-aSGI-multi-worker-strategy.md,Python - Slow execution / high CPU - wSGI/aSGI multi-worker strategy,Anthony Salemo,2025-01-28,0.6,up_to_date,Recent post with current technologies,python; asgi; configuration; azure app service on linux; performance; uvicorn; hypercorn; gunicorn; wsgi,,,,8260,True,False
2025-01-30-2025-Python-using-profilers-for-applications-with-high-CPU-on-App-Service-Linux.md,Profiling Python applications with high CPU on App Service Linux,Anthony Salemo,2025-01-30,0.6,up_to_date,Recent post with current technologies,python; azure app service on linux; performance; profiling; nodejs; docker,,,,15612,True,True
2025-02-07-General-Azure-Pipelines-and-App-Service-Linux-deployment-troubleshooting-and-scenarios.md,General Azure Pipelines and App Service Linux deployment troubleshooting and scenarios,Anthony Salemo,2025-02-07,0.6,up_to_date,Recent post with current technologies,python; configuration; azure app service on linux; dotnet; azure devops pipelines; azure devops; java; deployment; nodejs; php; docker,,,,37588,True,True
2025-02-10-Azure-Files-security-compatability-on-Container-Apps.md,Azure Files security compatability on Container Apps,Anthony Salemo,2025-02-10,0.6,up_to_date,Recent post with current technologies,storage; azure container apps; how-to; configuration; linux; security; docker,,,,2651,True,False
2025-02-18-Container-Apps-Pull-Image-With-Service-Principal.md,Container Apps Pull Image using an Azure Service Principal,Keegan D'Souza,2025-02-18,0.5,up_to_date,Recent post with current technologies,how-to; azure container apps; container apps; authorization; service principal; docker,,,,2892,True,False
2025-02-25-CPU-usage-metrics-for-Container-Apps-and-single-threaded-applications.md,CPU usage metrics for Container Apps and single threaded applications,Anthony Salemo,2025-02-25,0.5,up_to_date,Recent post with current technologies,metrics; azure container apps; python; diagnostics; performance; container apps; observability; nodejs; docker,,,,4267,True,False
2025-02-28-Avoiding-hardcoding-Java-or-Tomcat-versions-on-Windows-App-Service.md,Avoiding hardcoding Java or Tomcat versions on Windows App Service,Anthony Salemo,2025-02-28,0.5,up_to_date,References deprecated technology versions: java 7,how-to; java; configuration; azure app service on windows,,java 7,Update technology versions to currently supported versions; Consider updating java 7 to 21,10272,True,True
2025-03-04-'no-space-left-on-device'-with-Azure-Container-Apps.md,'no space left on device' with Azure Container Apps,Anthony Salemo,2025-03-04,0.5,up_to_date,Recent post with current technologies,azure container apps; configuration; dotnet; container apps; docker; availability; java; troubleshooting,,,,11958,True,True
2025-04-01-Enabling-e2e-TLS-on-Azure-Container-Apps.md,Enabling e2e TLS with Azure Container Apps,Anthony Salemo,2025-04-01,0.4,up_to_date,Recent post with current technologies,azure container apps; configuration; container apps; docker; availability; troubleshooting,,,,4473,True,True
2025-04-16-NodeJs-GitHub-Action-Deployment-on-App-Service-Linux-Using-Publish-Profile.md,NodeJs GitHub Action Deployment on App Service Linux Using Publish Profile,Kaliprasad Sahoo,2025-04-16,0.4,up_to_date,Recent post with current technologies,azure app service on linux; githubaction; azure devops pipelines; azure devops; deployment; nodejs,,,,4373,True,False
2025-04-30-Using-network-troubleshooting-tools-with-Azure-Container-Apps.md,Using network troubleshooting tools with Azure Container Apps,Anthony Salemo,2025-04-30,0.3,up_to_date,Recent post with current technologies,azure container apps; python; configuration; dotnet; container apps; docker; availability; troubleshooting,,,,14185,False,True
2025-05-02-Applications-(and-revisions)-stuck-in-activating-state-on-Azure-Container-Apps.md,Applications (and revisions) stuck in activating state on Azure Container Apps,Anthony Salemo,2025-05-02,0.3,up_to_date,Recent post with current technologies,azure container apps; configuration; container apps; docker; availability; troubleshooting,,,,9708,True,False
2025-05-09-Java-monitoring-over-SSH.md,Java monitoring over SSH,"Denis Fuenzalida, Rodrigo Gallazzi",2025-05-09,0.3,up_to_date,"References deprecated technology versions: java 7, java 8",monitoring; azure app service on linux; diagnostics; java; troubleshooting,,java 7; java 8,Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21,4498,True,True
2025-05-16-Maximum-Allowed-Cores-exceeded-for-the-Managed-Environment.md,Maximum Allowed Cores exceeded for the Managed Environment,Anthony Salemo,2025-05-16,0.3,up_to_date,Recent post with current technologies,azure container apps; configuration; container apps; docker; availability; troubleshooting,,,,15591,True,False
2025-05-20-configuring-keyvault-with-java-app-service-linux.md,Configuring Key Vault with Java App Service Linux,Prakash Matte,2025-05-20,0.3,up_to_date,References deprecated technology versions: java 7,gradle; configuration; azure app service on linux; dotnet; spring boot; linux; maven; deployment; java; deploy; troubleshooting,,java 7,Update technology versions to currently supported versions; Consider updating java 7 to 21,13249,False,True
2025-05-29-ai-foundry-azure-app-service.md,Troubleshooting Azure AI Foundry deployments on Azure App Service,Christopher Maldonado,2025-05-29,0.3,up_to_date,Recent post with current technologies,azure ai foundry; azure app service on linux; dotnet; chat bot; azure app service; troubleshooting,,,,4383,False,True
2025-06-12-Handling-job-terminations-with-long-running-jobs-on-Azure-Container-Apps.md,Handling unexpected job terminations on Azure Container Apps,Anthony Salemo,2025-06-12,0.2,up_to_date,Recent post with current technologies,azure container apps; python; configuration; dotnet; container apps; docker; availability; troubleshooting,,,,12437,True,True
2025-08-12-Log-Analytic-tables-in-Container-Apps-not-being-created.md,Log Analytic tables in Container Apps not being created,Anthony Salemo,2025-08-12,0.1,up_to_date,Recent post with current technologies,azure container apps; configuration; container apps; docker; availability; troubleshooting,,,,3370,True,True
2025-08-15-Case-study-TypeError-Invalid-URL-with-Nextjs.md,Case study: TypeError: Invalid URL - ERR_INVALID_URL with Next.js (and Node.js) apps,Anthony Salemo,2025-08-15,0.1,up_to_date,Recent post with current technologies,node; azure app service on linux; next; linux; docker; nodejs; troubleshooting,,,,8491,False,True
2025-08-23-Pod-ephemeral-storage-exceeded-with-Container-Apps.md,Pod ephemeral storage exceeded with Container Apps,Anthony Salemo,2025-08-23,0.0,up_to_date,Recent post with current technologies,azure container apps; configuration; dotnet; kubernetes; container apps; docker; availability; troubleshooting,,,,16064,True,True
